,SYS,SID,RAW.SCR,Z.SCR,N,Unnamed: 5,DOC
2697,HUMAN,4,98.5,0.715399528473081,2,,express.co.uk.11069
2698,HUMAN,9,99.0,0.754936471792919,2,,express.co.uk.11069
2699,HUMAN,5,99.0,0.668803357112346,2,,guardian.260742
2700,HUMAN,13,97.5,0.566320676639722,2,,guardian.260742
2701,HUMAN,12,99.5,0.727710479379734,4,,guardian.260742
2702,HUMAN,15,99.0,0.683651094378255,4,,guardian.260742
2703,HUMAN,21,97.5,0.755021067413463,2,,allafrica.15229
2706,HUMAN,13,95.0,0.744351632270652,2,,euronews-en.185713
2707,HUMAN,16,97.0,0.865931735929849,2,,euronews-en.185713
2709,HUMAN,20,98.0,0.569673003850989,2,,dailymail.co.uk.365139
2710,HUMAN,3,97.0,0.511076148292441,2,,rte.en.ie.5281
2711,HUMAN,25,95.5,0.428765898507724,2,,rte.en.ie.5281
2724,HUMAN,0,98.0,0.788217195694926,2,,upi.205690
2725,HUMAN,9,99.0,0.831843196966185,2,,reuters.276539
2727,HUMAN,17,99.5,0.790237984407958,2,,egyptindependent.com.1660
2728,HUMAN,18,99.5,0.790237984407958,2,,egyptindependent.com.1660
2730,HUMAN,6,98.5,0.715399528473081,2,,express.co.uk.11069
2731,HUMAN,3,98.0,0.66931002627135,2,,independent.280913
2733,HUMAN,12,99.0,0.892266442930533,2,,allafrica.15229
2734,HUMAN,16,98.5,0.846517984424844,2,,allafrica.15229
2735,HUMAN,1,96.0,0.474819426946318,2,,dailymail.co.uk.365139
2737,HUMAN,4,97.0,0.709272608907773,2,,allafrica.15229
2738,HUMAN,14,99.0,0.892266442930533,2,,allafrica.15229
2740,HUMAN,9,97.5,0.896326761844649,2,,euronews-en.185713
2741,HUMAN,14,96.0,0.48598949405253,2,,dailymail.co.uk.365139
2743,HUMAN,13,97.5,0.545959609624821,2,,rte.en.ie.5281
2745,HUMAN,7,95.0,1.00754706181426,2,,cnbc.com.33987
2749,HUMAN,23,95.0,0.894773550836615,2,,news.com.au.759106
2750,HUMAN,26,95.0,0.894773550836615,2,,news.com.au.759106
2761,HUMAN,9,98.5,0.810030196330557,2,,upi.205690
2766,HUMAN,5,99.0,0.754936471792919,2,,express.co.uk.11069
2767,HUMAN,4,98.0,0.66931002627135,2,,independent.280913
2768,HUMAN,9,98.0,0.66931002627135,2,,independent.280913
2779,HUMAN,14,99.0,0.683651094378255,2,,guardian.260742
2780,HUMAN,19,99.0,0.892266442930533,2,,allafrica.15229
2786,HUMAN,21,95.5,0.92160042041457,2,,news.com.au.759106
2790,HUMAN,10,96.5,1.22321902194439,2,,allafrica.15186
2799,HUMAN,2,97.0,0.744591194423665,2,,cnbc.com.33915
2800,HUMAN,7,98.5,0.810030196330557,2,,cnbc.com.33915
2801,HUMAN,16,98.0,0.788217195694926,2,,cnbc.com.33915
2805,HUMAN,2,96.0,0.650136494888952,2,,egyptindependent.com.1660
2806,HUMAN,25,99.5,0.790237984407958,2,,egyptindependent.com.1660
2809,HUMAN,1,98.5,0.810030196330557,2,,upi.205690
2810,HUMAN,2,97.5,0.766404195059295,2,,reuters.276539
2811,HUMAN,17,98.0,0.788217195694926,2,,cnbc.com.33915
2812,HUMAN,19,98.5,0.810030196330557,2,,cnbc.com.33915
2814,HUMAN,8,99.5,0.790237984407958,2,,egyptindependent.com.1660
2815,HUMAN,26,98.5,0.750208987402529,2,,egyptindependent.com.1660
2816,HUMAN,8,99.0,0.754936471792919,2,,express.co.uk.11069
2818,HUMAN,11,98.75,0.661621401877514,4,,guardian.260742
2819,HUMAN,17,96.75,0.485383861871593,4,,guardian.260742
2820,HUMAN,3,97.0,0.744591194423665,2,,upi.205690
2821,HUMAN,8,98.5,0.832774134582801,2,,allafrica.15229
2822,HUMAN,15,98.5,0.846517984424844,2,,allafrica.15229
2823,HUMAN,2,97.5,0.896326761844649,2,,euronews-en.185713
2825,HUMAN,12,96.0,0.805141684100251,2,,euronews-en.185713
2827,HUMAN,12,96.75,0.510389518285569,4,,dailymail.co.uk.365139
2828,HUMAN,23,99.0,0.617099792303325,2,,rte.en.ie.5281
2829,HUMAN,2,96.0,0.577042372115335,2,,rt.com.113905
2832,HUMAN,11,96.5,0.604065951810034,2,,rt.com.113905
2834,HUMAN,23,95.5,1.03635119167322,2,,cnbc.com.33987
2836,HUMAN,29,95.0,0.894773550836615,2,,news.com.au.759106
2838,HUMAN,8,96.5,0.97525415957048,2,,thesun.co.uk.27296
2849,HUMAN,5,96.5,0.722778193788034,2,,upi.205690
2850,HUMAN,6,97.75,0.775602117800424,4,,cnn.385734
2852,HUMAN,21,99.0,0.831843196966185,2,,cnbc.com.33915
2853,HUMAN,0,97.0,0.744591194423665,4,,cnn.385734
2856,HUMAN,18,99.0,0.754936471792919,2,,express.co.uk.11069
2857,HUMAN,19,98.5,0.715399528473081,2,,express.co.uk.11069
2859,HUMAN,16,98.5,0.639591709376774,2,,guardian.260742
2860,HUMAN,1,97.5,0.896326761844649,2,,euronews-en.185713
2862,HUMAN,19,97.5,0.557129676731034,2,,dailymail.co.uk.365139
2874,HUMAN,2,97.0,0.744591194423665,2,,upi.205690
2876,HUMAN,11,99.0,0.831843196966185,2,,reuters.276539
2879,HUMAN,0,99.5,0.790237984407958,2,,egyptindependent.com.1660
2880,HUMAN,0,97.5,0.636325641833405,2,,express.co.uk.11069
2882,HUMAN,0,96.5,0.544576332707109,2,,independent.280913
2884,HUMAN,4,96.0,0.419294784369372,2,,guardian.260742
2885,HUMAN,19,98.75,0.661621401877514,4,,guardian.260742
2886,HUMAN,3,98.5,0.846517984424844,2,,allafrica.15229
2887,HUMAN,13,99.0,0.892266442930533,2,,allafrica.15229
2888,HUMAN,9,95.0,0.427392638493982,4,,dailymail.co.uk.365139
2889,HUMAN,14,98.0,0.569673003850989,2,,rte.en.ie.5281
2891,HUMAN,9,97.5,0.65811311119943,2,,rt.com.113905
2892,HUMAN,14,97.5,0.65811311119943,2,,rt.com.113905
2913,HUMAN,13,98.0,0.788217195694926,2,,cnbc.com.33915
2914,HUMAN,14,95.5,0.679152192516772,2,,cnbc.com.33915
2916,HUMAN,12,98.0,0.730194488899813,2,,egyptindependent.com.1660
2917,HUMAN,14,99.5,0.790237984407958,2,,egyptindependent.com.1660
2918,HUMAN,10,98.5,0.715399528473081,2,,express.co.uk.11069
2919,HUMAN,17,98.0,0.675862585153242,2,,express.co.uk.11069
2920,HUMAN,3,99.5,0.727710479379734,2,,guardian.260742
2921,HUMAN,18,99.0,0.892266442930533,2,,allafrica.15229
2922,HUMAN,14,96.5,0.83553671001505,2,,euronews-en.185713
2923,HUMAN,2,95.0,0.432977672047088,4,,dailymail.co.uk.365139
2924,HUMAN,4,96.5,0.498532821172485,2,,rte.en.ie.5281
2927,HUMAN,25,95.0,0.894773550836615,2,,news.com.au.759106
2934,HUMAN,8,97.5,0.766404195059295,2,,upi.205690
2935,HUMAN,8,95.5,0.685986502823521,2,,reuters.276539
2936,HUMAN,4,98.0,0.788217195694926,2,,cnbc.com.33915
2937,HUMAN,21,99.5,0.790237984407958,2,,guardian.260714
2938,HUMAN,22,99.0,0.770223485905243,2,,guardian.260714
2939,HUMAN,5,99.5,0.790237984407958,2,,egyptindependent.com.1660
2940,HUMAN,6,99.0,0.770223485905243,2,,egyptindependent.com.1660
2941,HUMAN,19,99.0,0.76963117146589,2,,egyptindependent.com.1660
2942,HUMAN,20,100.0,0.810252482910673,2,,egyptindependent.com.1660
2943,HUMAN,23,97.5,0.710179990397098,2,,egyptindependent.com.1660
2944,HUMAN,11,99.0,0.754936471792919,2,,express.co.uk.11069
2945,HUMAN,8,95.0,0.331176014366411,2,,guardian.260742
2946,HUMAN,0,99.5,0.727710479379734,2,,guardian.260742
2948,HUMAN,10,98.5,0.639591709376774,2,,guardian.260742
2949,HUMAN,18,98.5,0.639591709376774,2,,guardian.260742
2951,HUMAN,15,96.5,0.827380313343804,2,,euronews-en.185713
2952,HUMAN,16,98.0,0.569673003850989,2,,dailymail.co.uk.365139
2953,HUMAN,17,97.5,0.545959609624821,2,,dailymail.co.uk.365139
2954,HUMAN,22,98.0,0.569673003850989,2,,dailymail.co.uk.365139
2956,HUMAN,16,98.0,0.569673003850989,2,,rte.en.ie.5281
2957,HUMAN,21,97.5,0.545959609624821,2,,rte.en.ie.5281
2959,HUMAN,12,95.0,0.515932446251975,2,,rt.com.113905
2968,HUMAN,3,98.5,0.715399528473081,2,,express.co.uk.11069
2969,HUMAN,14,98.0,0.675862585153242,2,,express.co.uk.11069
2970,HUMAN,9,98.5,0.632167840743819,4,,guardian.260742
2971,HUMAN,1,98.5,0.832774134582801,2,,allafrica.15229
2972,HUMAN,6,95.5,0.61325878291683,2,,allafrica.15229
2973,HUMAN,20,99.5,0.924271051594181,2,,allafrica.15229
2974,HUMAN,0,96.0,0.617775691896391,2,,en.ndtv.com.13121
2976,HUMAN,10,95.5,0.782903054856698,2,,euronews-en.185713
2977,HUMAN,4,95.5,0.451106032720149,2,,dailymail.co.uk.365139
2978,HUMAN,8,97.5,0.545959609624821,2,,dailymail.co.uk.365139
2979,HUMAN,3,95.0,0.522995212725938,2,,rt.com.113905
2990,HUMAN,4,98.5,0.810030196330557,2,,upi.205690
2991,HUMAN,3,97.75,0.777310695377111,4,,cnn.385734
2992,HUMAN,11,99.0,0.770223485905243,2,,egyptindependent.com.1660
2993,HUMAN,22,98.0,0.730194488899813,2,,egyptindependent.com.1660
2994,HUMAN,20,98.0,0.675862585153242,2,,express.co.uk.11069
2995,HUMAN,5,96.3333333333333,0.564287914088381,3,,independent.280913
2996,HUMAN,6,96.3333333333333,0.564287914088381,3,,independent.280913
2997,HUMAN,9,99.0,0.892266442930533,2,,allafrica.15229
2998,HUMAN,17,99.0,0.892266442930533,2,,allafrica.15229
2999,HUMAN,21,97.5,0.545959609624821,2,,dailymail.co.uk.365139
3003,HUMAN,9,95.5,0.92160042041457,2,,news.com.au.759106
3005,HUMAN,19,95.0,0.894773550836615,2,,thesun.co.uk.27296
3008,HUMAN,8,97.5,1.27451282868782,2,,huffingtonpost.com.19311
3014,HUMAN,6,95.5,0.679152192516772,2,,upi.205690
3015,HUMAN,11,97.5,0.766404195059295,2,,upi.205690
3016,HUMAN,3,98.0,0.784800040541552,2,,reuters.276539
3017,HUMAN,5,98.0,0.788217195694926,2,,reuters.276539
3018,HUMAN,5,99.0,0.831843196966185,2,,cnn.385734
3020,HUMAN,6,95.0,0.657339191881142,2,,cnbc.com.33915
3021,HUMAN,26,100.0,0.810252482910673,2,,guardian.260714
3022,HUMAN,4,98.0,0.730194488899813,2,,egyptindependent.com.1660
3023,HUMAN,7,99.0,0.754936471792919,2,,express.co.uk.11069
3024,HUMAN,15,97.0,0.596788698513567,2,,express.co.uk.11069
3026,HUMAN,13,99.0,0.754936471792919,2,,express.co.uk.11069
3027,HUMAN,27,99.0,0.770223485905243,2,,egyptindependent.com.1660
3028,HUMAN,15,99.5,0.790237984407958,2,,egyptindependent.com.1660
3029,HUMAN,7,97.5,0.710179990397098,2,,egyptindependent.com.1660
3030,HUMAN,1,97.0,0.690165491894382,2,,egyptindependent.com.1660
3032,HUMAN,27,97.0,0.690165491894382,2,,guardian.260714
3036,HUMAN,11,98.0,0.788217195694926,2,,cnbc.com.33915
3037,HUMAN,9,99.5,0.850239042448442,2,,cnbc.com.33915
3038,HUMAN,8,98.0,0.788217195694926,2,,cnbc.com.33915
3057,HUMAN,24,98.0,0.569673003850989,2,,rte.en.ie.5281
3059,HUMAN,8,96.0,0.474819426946318,2,,rte.en.ie.5281
3060,HUMAN,11,98.0,0.569673003850989,2,,dailymail.co.uk.365139
3061,HUMAN,11,98.5,0.846517984424844,2,,allafrica.15229
3062,HUMAN,3,97.5,0.896326761844649,2,,euronews-en.185713
3063,HUMAN,1,99.0,0.683651094378255,2,,guardian.260742
3065,HUMAN,8,95.0,0.744351632270652,2,,euronews-en.185713
3066,HUMAN,17,97.5,0.896326761844649,2,,euronews-en.185713
3068,HUMAN,1,97.0,0.522246215398654,2,,rte.en.ie.5281
3069,HUMAN,2,98.5,0.604556465183369,2,,rte.en.ie.5281
3073,HUMAN,9,99.0,0.770223485905243,2,,egyptindependent.com.1660
3074,HUMAN,29,95.0,0.610107497883521,2,,guardian.260714
3075,HUMAN,20,98.0,0.730194488899813,2,,guardian.260714
3076,HUMAN,13,99.0,0.770223485905243,2,,guardian.260714
3078,HUMAN,3,98.5,0.810030196330557,2,,cnbc.com.33915
3079,HUMAN,4,98.5,0.810030196330557,2,,cnn.385734
3080,HUMAN,10,98.5,0.810030196330557,2,,upi.205690
3092,HUMAN,7,96.0,0.953360850222115,2,,thesun.co.uk.27296
3099,HUMAN,2,96.0,0.659007241422521,2,,allafrica.15229
3103,HUMAN,7,99.0,0.797855516194332,1,,gateway-zh.135
3104,HUMAN,12,98.0,0.718781629554656,1,,gateway-zh.135
3105,HUMAN,13,98.0,0.718781629554656,1,,gateway-zh.135
3107,HUMAN,15,97.0,0.63970774291498,1,,gateway-zh.135
3108,HUMAN,16,96.0,0.560633856275304,1,,gateway-zh.135
3109,HUMAN,18,97.0,0.63970774291498,1,,gateway-zh.135
3111,HUMAN,25,95.0,0.481559969635628,1,,gateway-zh.135
3112,HUMAN,10,98.0,0.718781629554656,1,,gateway-zh.135
3113,HUMAN,1,98.0,0.626170996516144,1,,news.com.au.759144
3114,HUMAN,5,96.0,0.474830574397439,1,,news.com.au.759144
3115,HUMAN,6,98.0,0.626170996516144,1,,news.com.au.759144
3116,HUMAN,4,98.0,0.626170996516144,1,,news.com.au.759144
3117,HUMAN,0,97.0,0.550500785456791,1,,kcal.268
3118,HUMAN,4,95.0,0.399160363338086,1,,kcal.268
3120,HUMAN,6,98.0,0.626170996516144,1,,kcal.268
3121,HUMAN,8,96.0,0.474830574397439,1,,kcal.268
3122,HUMAN,9,97.0,0.550500785456791,1,,kcal.268
3125,HUMAN,15,98.0,0.626170996516144,1,,kcal.268
3126,HUMAN,16,98.0,0.626170996516144,1,,kcal.268
3127,HUMAN,3,98.0,0.626170996516144,1,,cbsnews.302129
3128,HUMAN,7,98.0,0.626170996516144,1,,cbsnews.302129
3129,HUMAN,9,98.0,0.626170996516144,1,,cbsnews.302129
3130,HUMAN,12,99.0,0.701841207575497,1,,cbsnews.302129
3131,HUMAN,13,99.0,0.701841207575497,1,,cbsnews.302129
3132,HUMAN,14,100.0,0.777511418634849,1,,cbsnews.302129
3133,HUMAN,15,97.0,0.550500785456791,1,,cbsnews.302129
3134,HUMAN,16,98.0,0.626170996516144,1,,cbsnews.302129
3135,HUMAN,18,95.0,0.399160363338086,1,,cbsnews.302129
3136,HUMAN,0,98.0,1.12994374514268,1,,news.com.au.759099
3137,HUMAN,1,98.0,1.12994374514268,1,,news.com.au.759099
3138,HUMAN,3,98.0,1.12994374514268,1,,news.com.au.759099
3139,HUMAN,4,99.0,1.17283399927601,1,,news.com.au.759099
3140,HUMAN,5,99.0,1.17283399927601,1,,news.com.au.759099
3141,HUMAN,6,99.0,1.17283399927601,1,,news.com.au.759099
3143,HUMAN,8,96.0,1.04416323687601,1,,news.com.au.759099
3144,HUMAN,9,99.0,1.17283399927601,1,,news.com.au.759099
3145,HUMAN,10,96.0,1.04416323687601,1,,news.com.au.759099
3148,HUMAN,15,96.0,1.04416323687601,1,,news.com.au.759099
3149,HUMAN,19,96.0,1.04416323687601,1,,news.com.au.759099
3150,HUMAN,22,97.0,1.08705349100934,1,,news.com.au.759099
3151,HUMAN,7,98.0,0.626170996516144,2,,kcal.268
3157,HUMAN,8,97.5,1.18346566909042,2,,independent.281701
3158,HUMAN,10,98.0,1.20823991378563,1,,independent.281701
3162,HUMAN,14,98.0,1.20823991378563,1,,independent.281701
3165,HUMAN,19,99.0,1.25778840317606,1,,independent.281701
3168,HUMAN,17,98.5,1.23301415848084,2,,independent.281701
3169,HUMAN,0,98.0,1.28524801300197,1,,huffingtonpost.com.19349
3170,HUMAN,6,98.0,1.28524801300197,2,,express.co.uk.11016
3176,HUMAN,3,99.0,1.32357929880579,2,,express.co.uk.11016
3178,HUMAN,1,100.0,1.09254359330268,1,,abcnews.364009
3179,HUMAN,5,100.0,1.09254359330268,1,,abcnews.364009
3180,HUMAN,2,96.0,0.947955524710101,2,,abcnews.364009
3190,HUMAN,3,98.0,1.31739989257695,1,,abcnews.363893
3191,HUMAN,4,97.0,1.28804933242151,1,,abcnews.363893
3192,HUMAN,6,96.0,1.25869877226607,1,,abcnews.363893
3195,HUMAN,6,98.0,1.31739989257695,1,,stv.tv.21635
3212,HUMAN,0,97.0,0.63970774291498,1,,gateway-zh.135
3213,HUMAN,1,97.0,0.63970774291498,1,,gateway-zh.135
3214,HUMAN,2,97.0,0.63970774291498,1,,gateway-zh.135
3215,HUMAN,4,98.0,0.718781629554656,1,,gateway-zh.135
3216,HUMAN,5,98.0,0.718781629554656,1,,gateway-zh.135
3218,HUMAN,8,98.0,0.718781629554656,1,,gateway-zh.135
3219,HUMAN,9,97.0,0.63970774291498,1,,gateway-zh.135
3220,HUMAN,11,98.0,0.718781629554656,1,,gateway-zh.135
3221,HUMAN,17,98.0,0.718781629554656,1,,gateway-zh.135
3222,HUMAN,19,97.0,0.63970774291498,1,,gateway-zh.135
3223,HUMAN,20,98.0,0.718781629554656,1,,gateway-zh.135
3224,HUMAN,22,95.0,0.481559969635628,1,,gateway-zh.135
3225,HUMAN,24,97.0,0.63970774291498,1,,gateway-zh.135
3226,HUMAN,2,98.0,0.626170996516144,1,,news.com.au.759144
3227,HUMAN,3,97.0,0.550500785456791,1,,news.com.au.759144
3228,HUMAN,1,98.0,0.626170996516144,1,,kcal.268
3229,HUMAN,2,99.0,0.701841207575497,1,,kcal.268
3230,HUMAN,3,98.0,0.626170996516144,1,,kcal.268
3231,HUMAN,10,95.0,0.399160363338086,2,,kcal.268
3232,HUMAN,13,98.0,0.626170996516144,1,,kcal.268
3233,HUMAN,14,98.0,0.626170996516144,1,,kcal.268
3234,HUMAN,17,99.0,0.701841207575497,1,,kcal.268
3235,HUMAN,18,97.0,0.550500785456791,2,,kcal.268
3237,HUMAN,0,97.0,0.550500785456791,1,,cbsnews.302129
3238,HUMAN,1,98.0,0.626170996516144,1,,cbsnews.302129
3239,HUMAN,2,98.0,0.626170996516144,1,,cbsnews.302129
3240,HUMAN,4,95.0,0.399160363338086,1,,cbsnews.302129
3241,HUMAN,5,98.0,0.626170996516144,1,,cbsnews.302129
3242,HUMAN,10,97.0,0.550500785456791,1,,cbsnews.302129
3243,HUMAN,11,97.0,0.550500785456791,1,,cbsnews.302129
3244,HUMAN,17,98.0,0.626170996516144,1,,cbsnews.302129
3245,HUMAN,19,98.0,0.626170996516144,1,,cbsnews.302129
3246,HUMAN,20,98.0,0.626170996516144,1,,cbsnews.302129
3247,HUMAN,21,98.0,0.626170996516144,1,,cbsnews.302129
3248,HUMAN,2,98.0,1.12994374514268,1,,news.com.au.759099
3249,HUMAN,12,97.0,1.08705349100934,1,,news.com.au.759099
3250,HUMAN,14,98.0,1.12994374514268,1,,news.com.au.759099
3251,HUMAN,17,95.0,1.00127298274268,1,,news.com.au.759099
3252,HUMAN,18,96.0,1.04416323687601,1,,news.com.au.759099
3253,HUMAN,20,97.0,1.08705349100934,1,,news.com.au.759099
3254,HUMAN,21,97.0,1.08705349100934,1,,news.com.au.759099
3258,HUMAN,2,97.5,1.26608237010006,2,,huffingtonpost.com.19349
3260,HUMAN,4,98.0,1.28524801300197,2,,express.co.uk.11016
3261,HUMAN,5,98.0,1.28524801300197,1,,express.co.uk.11016
3262,HUMAN,8,96.0,1.20858544139434,2,,express.co.uk.11016
3263,HUMAN,11,97.0,1.24691672719816,1,,express.co.uk.11016
3268,HUMAN,0,98.0,1.02024955900639,1,,abcnews.364009
3269,HUMAN,4,100.0,1.09254359330268,1,,abcnews.364009
3270,HUMAN,6,99.0,1.05639657615454,1,,abcnews.364009
3271,HUMAN,7,99.0,1.05639657615454,1,,abcnews.364009
3295,HUMAN,3,97.0,0.63970774291498,1,,gateway-zh.135
3296,HUMAN,6,97.0,0.550500785456791,1,,cbsnews.302129
3297,HUMAN,8,99.0,0.701841207575497,1,,cbsnews.302129
3300,HUMAN,3,98.0,1.02024955900639,1,,abcnews.364009
3303,HUMAN,0,96.0,0.474830574397439,1,,news.com.au.759144
3306,OPPO.1489,1,96.4,0.586471185859269,5,,seattletimes.7019
3308,OPPO.1489,3,99.5,0.837580557164949,2,,independent.281701
3310,OPPO.1489,17,99.5,0.938014901436228,2,,en.ndtv.com.12997
3311,OPPO.1489,5,95.0,0.712209036030784,2,,cnbc.com.33987
3313,OPPO.1489,7,97.5,0.545959609624821,2,,foxnews.100074
3314,OPPO.1489,5,95.4,0.678623299410735,5,,en.ndtv.com.13121
3324,OPPO.1489,2,95.5,1.41432348118956,2,,allafrica.15323
3333,OPPO.1489,15,98.0,0.659279476578052,2,,independent.281701
3334,OPPO.1489,13,97.6666666666667,0.750389206469821,3,,dailymail.co.uk.365144
3335,OPPO.1489,0,97.6666666666667,0.763551219984517,3,,dailymail.co.uk.365144
3336,OPPO.1489,14,99.5,0.938014901436228,2,,en.ndtv.com.12997
3363,OPPO.1489,6,96.8,0.715434478537794,5,,en.ndtv.com.13155
3367,OPPO.1489,14,98.0,0.698765517122141,2,,independent.281701
3369,OPPO.1489,11,99.3333333333333,0.86093098017768,3,,dailymail.co.uk.365144
3370,OPPO.1489,8,99.0,0.878522593088493,2,,en.ndtv.com.12997
3371,OPPO.1489,15,98.0,0.800769525919154,2,,en.ndtv.com.12997
3399,OPPO.1489,12,97.6666666666667,0.892774156860565,3,,metro.co.uk.12060
3400,OPPO.1489,4,99.5,0.817837536892904,2,,independent.281701
3401,OPPO.1489,12,97.5,0.626169810078479,2,,independent.281701
3402,OPPO.1489,13,97.5,0.645912830350523,2,,independent.281701
3406,OPPO.1489,6,99.0,0.784727870393331,2,,independent.281701
3407,OPPO.1489,17,99.0,0.784727870393331,2,,independent.281701
3409,OPPO.1489,13,98.3333333333333,0.974484670534492,3,,oneindiaenglish.1488
3411,OPPO.1489,2,96.5,0.663524150402082,2,,en.ndtv.com.12997
3413,OPPO.1489,10,96.0,0.617775691896391,2,,en.ndtv.com.12997
3415,OPPO.1489,21,97.5,0.849137189828486,2,,cnbc.com.33987
3416,OPPO.1489,8,96.0,0.766980297549865,4,,cnbc.com.33987
3419,OPPO.1489,5,98.5,0.604556465183369,2,,foxnews.100074
3433,OPPO.1489,0,96.0,0.617775691896391,2,,en.ndtv.com.12997
3434,OPPO.1489,5,98.0,0.800769525919154,2,,en.ndtv.com.12997
3435,OPPO.1489,7,98.0,0.800769525919154,2,,en.ndtv.com.12997
3446,OPPO.1489,12,95.3333333333333,0.600029809031001,3,,dailymail.co.uk.365144
3447,OPPO.1489,9,97.6666666666667,0.754717804738292,3,,dailymail.co.uk.365144
3448,OPPO.1489,16,96.0,0.648680848008185,3,,dailymail.co.uk.365144
3449,OPPO.1489,18,95.0,0.608433104619866,3,,dailymail.co.uk.365144
3451,OPPO.1489,23,98.5,0.903908451347565,2,,cnbc.com.33987
3453,OPPO.1489,2,97.5,0.545959609624821,2,,foxnews.100074
3461,OPPO.1489,9,98.5,1.3759447094351,2,,thesun.co.uk.27296
3466,OPPO.1489,1,95.0,1.39440651105466,2,,allafrica.15323
3473,OPPO.1489,4,99.0,0.752465821980843,2,,seattletimes.7024
3474,OPPO.1489,7,98.6666666666667,0.758318104077199,3,,seattletimes.7024
3476,OPPO.1489,14,95.0,0.419842639142869,2,,seattletimes.7024
3479,OPPO.1489,18,99.0,1.41818450166968,2,,thesun.co.uk.27296
3481,OPPO.1489,5,97.0,1.52118346469038,2,,allafrica.15323
3486,OPPO.1489,12,95.0,0.707883008637994,2,,huffingtonpost.com.19327
3489,OPPO.1489,3,95.0,0.730873445444342,3,,scotsman.155307
3503,OPPO.1489,0,98.0,0.66931002627135,2,,seattletimes.7024
3504,OPPO.1489,15,99.0,0.752465821980843,2,,seattletimes.7024
3513,OPPO.1489,11,98.5,0.731875183621713,2,,independent.281701
3514,OPPO.1489,16,97.5,0.626169810078479,2,,independent.281701
3541,OPPO.1489,6,98.6666666666667,0.744723868537879,3,,seattletimes.7019
3544,OPPO.1489,23,97.0,0.709272608907773,2,,en.ndtv.com.12997
3545,OPPO.1489,11,95.0,0.712209036030784,2,,huffingtonpost.com.19327
3563,OPPO.1489,8,98.5,0.723556367548503,2,,seattletimes.7024
3565,OPPO.1489,19,99.0,0.784727870393331,2,,independent.281701
3568,OPPO.1489,7,97.6666666666667,0.759046403006763,3,,dailymail.co.uk.365144
3569,OPPO.1489,15,97.0,0.719228779275803,3,,dailymail.co.uk.365144
3570,OPPO.1489,17,97.6666666666667,0.737227192955124,3,,dailymail.co.uk.365144
3572,OPPO.1489,19,98.0,0.814513375761197,2,,en.ndtv.com.12997
3575,OPPO.1489,4,95.3333333333333,0.732555550560856,3,,scotsman.155307
3596,OPPO.1489,3,96.0,0.56635656629682,3,,seattletimes.7019
3598,OPPO.1489,18,98.5,0.731875183621713,2,,independent.281701
3599,OPPO.1489,6,95.3333333333333,0.621849019082639,3,,dailymail.co.uk.365144
3600,OPPO.1489,4,97.6666666666667,0.719736581171957,3,,dailymail.co.uk.365144
3601,OPPO.1489,12,97.3333333333333,0.926230835319404,3,,oneindiaenglish.1488
3602,OPPO.1489,1,95.0,0.52627877488501,2,,en.ndtv.com.12997
3603,OPPO.1489,8,96.0,0.766980297549865,2,,huffingtonpost.com.19327
3604,OPPO.1489,4,95.0,0.714372049727179,2,,cnbc.com.33987
3627,OPPO.1489,3,98.3333333333333,0.730599505507368,3,,seattletimes.7024
3628,OPPO.1489,12,98.5,0.710887924126096,2,,seattletimes.7024
3631,OPPO.1489,3,96.6666666666667,0.908475972441443,3,,oneindiaenglish.1488
3633,OPPO.1489,21,98.5,0.846517984424844,2,,en.ndtv.com.12997
3638,OPPO.1489,16,96.0,1.23082478725584,2,,thesun.co.uk.27296
3644,OPPO.1489,2,99.0,0.784727870393331,2,,independent.281701
3645,OPPO.1489,7,99.5,0.837580557164949,2,,independent.281701
3647,OPPO.1489,9,98.5,0.860261834266886,2,,en.ndtv.com.12997
3652,OPPO.1489,5,95.0,0.727587533516211,3,,scotsman.155307
3653,OPPO.1489,1,95.5,0.395255697189085,2,,foxnews.100074
3654,OPPO.1489,9,98.5,0.593386398077157,2,,foxnews.100074
3672,OPPO.1489,2,98.5,0.710887924126096,2,,seattletimes.7024
3673,OPPO.1489,5,99.0,0.784727870393331,2,,independent.281701
3674,OPPO.1489,8,98.5,0.751618203893758,2,,independent.281701
3675,OPPO.1489,9,98.5,0.751618203893758,2,,independent.281701
3677,OPPO.1489,6,98.0,0.800769525919154,2,,en.ndtv.com.12997
3678,OPPO.1489,18,99.0,0.892266442930533,2,,en.ndtv.com.12997
3679,OPPO.1489,20,99.5,0.938014901436228,2,,en.ndtv.com.12997
3681,OPPO.1489,3,97.5,0.545959609624821,2,,foxnews.100074
3684,OPPO.1489,21,95.5,1.25298535740906,2,,cbsnews.302129
3690,OPPO.1489,5,96.0,1.47005918906227,2,,rte.en.ie.5371
3701,OPPO.1489,9,98.0,0.764228490119103,3,,en.ndtv.com.13155
3702,OPPO.1489,11,96.5,0.607918549819144,2,,seattletimes.7024
3712,OPPO.1489,14,99.0,1.41818450166968,2,,thesun.co.uk.27296
3713,OPPO.1489,2,99.0,1.41818450166968,2,,thesun.co.uk.27296
3714,OPPO.1489,15,99.0,1.41818450166968,2,,thesun.co.uk.27296
3721,OPPO.1489,8,98.0,0.569673003850989,2,,foxnews.100074
3724,OPPO.1489,22,97.0,0.69552875906573,2,,en.ndtv.com.12997
