,Unnamed: 0,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
9227,50158,engces0125,CUNI-Marian-Baselines,4,TGT,eng,ces,100,upi.228777,False,1630188529.508,1630188542.772
9230,50161,engces0125,CUNI-Marian-Baselines,7,TGT,eng,ces,97,upi.228777,False,1630188580.244,1630188596.572
9231,50162,engces0125,CUNI-Marian-Baselines,8,TGT,eng,ces,97,upi.228777,False,1630188596.579,1630188611.14
9232,50163,engces0125,CUNI-Marian-Baselines,9,TGT,eng,ces,96,upi.228777,False,1630188611.147,1630188624.18
9233,50164,engces0125,CUNI-Marian-Baselines,10,TGT,eng,ces,97,upi.228777,False,1630188624.188,1630188638.372
9300,50265,engces0122,CUNI-Transformer2018,0,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630218007.012,1630218024.18
9301,50266,engces0122,CUNI-Transformer2018,1,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630218057.174,1630218059.084
9303,50268,engces0122,CUNI-Transformer2018,3,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630218148.296,1630218162.608
9323,50293,engces0122,CUNI-Transformer2018,8,TGT,eng,ces,100,guardian.306616,False,1630219288.73,1630219295.403
9324,50294,engces0122,CUNI-Transformer2018,9,TGT,eng,ces,100,guardian.306616,False,1630219318.108,1630219320.164
9325,50295,engces0122,CUNI-Transformer2018,10,TGT,eng,ces,100,guardian.306616,False,1630219320.168,1630219334.388
9328,50298,engces0122,CUNI-Transformer2018,13,TGT,eng,ces,100,guardian.306616,False,1630219371.264,1630219394.747
9349,50319,engces0122,CUNI-Transformer2018,14,TGT,eng,ces,100,guardian.306616,False,1630219394.752,1630219434.815
9351,50321,engces0122,CUNI-Transformer2018,16,TGT,eng,ces,100,guardian.306616,False,1630219442.716,1630219449.056
9360,50330,engces0122,translator-A,0,TGT,eng,ces,100,novinite.com.40529,False,1630219731.286,1630219763.84
9361,50331,engces0122,translator-A,1,TGT,eng,ces,100,novinite.com.40529,False,1630219845.039,1630219973.251
9362,50332,engces0122,translator-A,2,TGT,eng,ces,100,novinite.com.40529,False,1630219973.256,1630220022.635
9379,50349,engces0122,translator-A,4,TGT,eng,ces,100,novinite.com.40529,False,1630220108.63,1630220202.375
9398,50374,engces0122,CUNI-Marian-Baselines,8,TGT,eng,ces,100,express.co.uk.44090,False,1630221513.14,1630221517.478
9399,50375,engces0122,CUNI-Marian-Baselines,9,TGT,eng,ces,100,express.co.uk.44090,False,1630221517.482,1630221530.002
9446,50424,engces0114,Online-B,21,TGT,eng,ces,100,cbsnews.377408,False,1630222345.909,1630222352.254
9448,50426,engces0114,Online-B,23,TGT,eng,ces,100,cbsnews.377408,False,1630222370.012,1630222384.001
9484,50552,engces012c,Online-B,7,TGT,eng,ces,99,cnbc.com.58093,False,1630223797.026,1630223829.032
9485,50562,engces012c,Online-B,10,TGT,eng,ces,99,cnbc.com.58093,False,1630223897.636,1630223906.255
9495,50595,engces012c,Online-B,7,TGT,eng,ces,99,cnbc.com.58093,False,1630224104.336,1630224110.621
9498,50599,engces012c,Online-B,10,TGT,eng,ces,99,cnbc.com.58093,False,1630224144.805,1630224149.842
9570,50834,engces012e,CUNI-DocTransformer,4,TGT,eng,ces,100,bbc.500823,False,1630231179.236,1630231190.417
9586,50896,engces012c,translator-A,0,TGT,eng,ces,99,abcnews.420184,False,1630234598.643,1630234626.463
9594,50904,engces012c,translator-A,3,TGT,eng,ces,95,abcnews.420184,False,1630234667.194,1630234722.991
9602,50916,engces012c,translator-B,13,TGT,eng,ces,95,bbc.500856,True,1630235395.585,1630235403.568
9610,50941,engces012b,Online-A,5,TGT,eng,ces,100,abcnews.420122,False,1630235851.179,1630235864.416
9615,50947,engces012b,CUNI-DocTransformer,3,TGT,eng,ces,100,seattle_times.253342,False,1630235970.775,1630235985.183
9618,50950,engces012b,CUNI-DocTransformer,6,TGT,eng,ces,100,seattle_times.253342,False,1630236029.795,1630236037.697
9620,50953,engces012b,CUNI-DocTransformer,8,TGT,eng,ces,100,seattle_times.253342,False,1630236074.784,1630236079.217
9634,50982,engces012b,CUNI-DocTransformer,8,TGT,eng,ces,100,seattle_times.253342,False,1630236560.302,1630236564.375
9643,51009,engces012b,CUNI-Marian-Baselines,16,TGT,eng,ces,100,guardian.306616,False,1630238533.971,1630238540.689
9773,51396,engces0130,Facebook-AI,10,TGT,eng,ces,95,en.ndtv.com.75106,False,1630247540.494,1630247541.345
9777,51400,engces0130,Facebook-AI,14,TGT,eng,ces,95,en.ndtv.com.75106,False,1630247544.678,1630247546.224
9872,51507,engces012c,Online-Y,19,TGT,eng,ces,99,brisbanetimes.com.au.275197,False,1630249888.377,1630249896.324
9925,51565,engces0128,Facebook-AI,3,TGT,eng,ces,97,foxnews.106543,False,1630255583.698,1630255615.681
9930,51570,engces0128,Facebook-AI,8,TGT,eng,ces,97,foxnews.106543,False,1630255889.577,1630255925.512
9931,51571,engces0128,Facebook-AI,9,TGT,eng,ces,95,foxnews.106543,False,1630255925.517,1630255987.456
9936,51576,engces0128,Online-Y,0,TGT,eng,ces,98,nytimes.268790,False,1630256138.392,1630256509.0
9947,51587,engces0128,Online-Y,11,TGT,eng,ces,95,nytimes.268790,False,1630257272.23,1630257289.606
9952,51592,engces0128,Online-B,3,TGT,eng,ces,100,bbc.500856,False,1630257352.838,1630257380.198
9953,51593,engces0128,Online-B,4,TGT,eng,ces,100,bbc.500856,False,1630257380.206,1630257389.317
9954,51594,engces0128,Online-B,5,TGT,eng,ces,100,bbc.500856,False,1630257389.325,1630257402.092
9957,51597,engces0128,Online-B,8,TGT,eng,ces,97,bbc.500856,False,1630257449.636,1630257465.71
9960,51600,engces0128,Online-B,11,TGT,eng,ces,98,bbc.500856,False,1630257517.704,1630257540.596
9961,51601,engces0128,Online-B,12,TGT,eng,ces,100,bbc.500856,False,1630257540.6,1630257717.372
9963,51603,engces0128,Online-A,0,TGT,eng,ces,100,nytimes.268790,False,1630257725.728,1630257733.045
9968,51608,engces0128,Online-A,5,TGT,eng,ces,97,nytimes.268790,False,1630257926.197,1630257956.165
10038,51678,engces0128,CUNI-Marian-Baselines,1,TGT,eng,ces,97,guardian.306625,False,1630264425.008,1630264429.331
10053,51693,engces0128,CUNI-Marian-Baselines,16,TGT,eng,ces,100,guardian.306625,False,1630264683.906,1630264693.819
10055,51695,engces0128,CUNI-Marian-Baselines,18,TGT,eng,ces,98,guardian.306625,False,1630264701.2,1630264790.954
10058,51698,engces0128,CUNI-Marian-Baselines,21,TGT,eng,ces,100,guardian.306625,False,1630264811.074,1630264822.034
10063,51703,engces0128,translator-B,0,TGT,eng,ces,97,rt.com.131224,False,1630264928.372,1630264961.578
10071,51717,engces0128,CUNI-Transformer2018,3,TGT,eng,ces,98,rte.en.ie.30771,False,1630266410.832,1630266436.103
10072,51718,engces0128,CUNI-Transformer2018,4,TGT,eng,ces,99,rte.en.ie.30771,False,1630266436.109,1630266453.096
10075,51721,engces0133,Online-B,5,TGT,eng,ces,96,en.ndtv.com.75164,False,1630266476.12,1630266483.804
10076,51722,engces0128,CUNI-Transformer2018,5,TGT,eng,ces,98,rte.en.ie.30771,False,1630266453.104,1630266486.015
10078,51724,engces0133,Online-B,7,TGT,eng,ces,96,en.ndtv.com.75164,False,1630266493.298,1630266502.024
10079,51725,engces0128,CUNI-Transformer2018,6,TGT,eng,ces,99,rte.en.ie.30771,False,1630266486.023,1630266505.072
10081,51727,engces0128,CUNI-Transformer2018,7,TGT,eng,ces,98,rte.en.ie.30771,False,1630266505.081,1630266519.232
10098,51744,engces0133,eTranslation,0,TGT,eng,ces,95,allafrica.53572,False,1630266947.05,1630267164.131
10105,51751,engces0133,eTranslation,7,TGT,eng,ces,95,allafrica.53572,False,1630267389.146,1630267431.43
10113,51763,engces0133,CUNI-Transformer2018,6,TGT,eng,ces,100,en.ndtv.com.75227,False,1630267849.927,1630267854.705
10118,51768,engces0133,translator-B,2,TGT,eng,ces,97,dailymail.co.uk.432355,False,1630268027.086,1630268057.817
10122,51772,engces0133,translator-B,8,TGT,eng,ces,99,dailymail.co.uk.432355,False,1630268271.149,1630268293.201
10124,51774,engces0133,translator-B,10,TGT,eng,ces,96,dailymail.co.uk.432355,False,1630268306.898,1630268331.32
10126,51776,engces0133,translator-B,12,TGT,eng,ces,98,dailymail.co.uk.432355,False,1630268396.52,1630268420.299
10138,51791,engces0134,Online-B,3,TGT,eng,ces,95,egyptindependent.com.6408,False,1630270433.442,1630270453.827
10139,51795,engces0134,Online-B,7,TGT,eng,ces,100,egyptindependent.com.6408,False,1630270549.539,1630270560.915
10141,51799,engces0134,translator-A,0,TGT,eng,ces,100,guardian.306625,False,1630270611.618,1630270622.394
10142,51800,engces0134,translator-A,1,TGT,eng,ces,100,guardian.306625,False,1630270622.406,1630270626.314
10143,51801,engces0134,translator-A,2,TGT,eng,ces,100,guardian.306625,False,1630270626.323,1630270635.474
10144,51802,engces0134,translator-A,3,TGT,eng,ces,100,guardian.306625,False,1630270635.483,1630270643.473
10145,51803,engces0134,translator-A,4,TGT,eng,ces,100,guardian.306625,False,1630270643.478,1630270652.266
10146,51804,engces0134,translator-A,5,TGT,eng,ces,100,guardian.306625,False,1630270652.276,1630270654.97
10147,51805,engces0134,translator-A,6,TGT,eng,ces,98,guardian.306625,False,1630270654.979,1630270679.17
10148,51806,engces0134,translator-A,7,TGT,eng,ces,100,guardian.306625,False,1630270679.178,1630270688.77
10149,51807,engces0134,translator-A,8,TGT,eng,ces,100,guardian.306625,False,1630270688.78,1630270699.202
10150,51808,engces0134,translator-A,9,TGT,eng,ces,100,guardian.306625,False,1630270699.21,1630270701.827
10151,51809,engces0134,translator-A,10,TGT,eng,ces,100,guardian.306625,False,1630270701.837,1630270710.771
10152,51810,engces0134,translator-A,12,TGT,eng,ces,100,guardian.306625,False,1630270729.927,1630270746.987
10153,51811,engces0134,translator-A,13,TGT,eng,ces,100,guardian.306625,False,1630270746.994,1630270749.803
10154,51812,engces0134,translator-A,14,TGT,eng,ces,95,guardian.306625,False,1630270749.811,1630270761.083
10155,51813,engces0134,translator-A,15,TGT,eng,ces,100,guardian.306625,False,1630270761.09,1630270771.347
10156,51814,engces0134,translator-A,16,TGT,eng,ces,100,guardian.306625,False,1630270771.354,1630270779.051
10157,51815,engces0134,translator-A,17,TGT,eng,ces,100,guardian.306625,False,1630270779.059,1630270784.202
10158,51816,engces0134,translator-A,18,TGT,eng,ces,100,guardian.306625,False,1630270784.21,1630270802.066
10159,51817,engces0134,translator-A,19,TGT,eng,ces,100,guardian.306625,False,1630270802.075,1630270809.122
10160,51818,engces0134,translator-A,20,TGT,eng,ces,100,guardian.306625,False,1630270809.13,1630270814.682
10161,51819,engces0134,translator-A,21,TGT,eng,ces,100,guardian.306625,False,1630270814.69,1630270817.986
10162,51820,engces0134,translator-A,22,TGT,eng,ces,95,guardian.306625,False,1630270817.994,1630270825.274
10163,51821,engces0134,translator-A,23,TGT,eng,ces,100,guardian.306625,False,1630270825.28,1630270844.194
10164,51822,engces0134,translator-A,24,TGT,eng,ces,100,guardian.306625,False,1630270844.203,1630270863.394
10165,51823,engces0134,translator-A,25,TGT,eng,ces,100,guardian.306625,True,1630270863.399,1630270867.386
10170,51828,engces0134,Online-Y,4,TGT,eng,ces,95,voa-en.100681,False,1630270973.193,1630271002.882
10172,51830,engces0134,Online-Y,6,TGT,eng,ces,96,voa-en.100681,False,1630271022.603,1630271089.13
10178,51836,engces0134,translator-B,0,TGT,eng,ces,100,abcnews.420184,False,1630271249.653,1630271260.907
10179,51837,engces0134,translator-B,1,TGT,eng,ces,100,abcnews.420184,False,1630271260.919,1630271285.522
10180,51838,engces0134,translator-B,2,TGT,eng,ces,100,abcnews.420184,False,1630271285.531,1630271306.93
10181,51839,engces0134,translator-B,3,TGT,eng,ces,100,abcnews.420184,False,1630271306.936,1630271332.842
10182,51840,engces0134,translator-B,4,TGT,eng,ces,100,abcnews.420184,False,1630271332.85,1630271353.378
10183,51841,engces0134,translator-B,5,TGT,eng,ces,100,abcnews.420184,False,1630271353.387,1630271379.545
10184,51842,engces0134,translator-B,6,TGT,eng,ces,100,abcnews.420184,False,1630271379.553,1630271393.441
10185,51843,engces0134,translator-B,7,TGT,eng,ces,100,abcnews.420184,False,1630271393.45,1630271407.233
10186,51844,engces0134,translator-B,8,TGT,eng,ces,100,abcnews.420184,False,1630271407.242,1630271417.145
10187,51845,engces0134,translator-B,9,TGT,eng,ces,100,abcnews.420184,False,1630271417.152,1630271444.209
10188,51846,engces0134,translator-B,10,TGT,eng,ces,100,abcnews.420184,False,1630271444.218,1630271455.585
10189,51847,engces0134,translator-B,11,TGT,eng,ces,100,abcnews.420184,False,1630271455.592,1630271473.241
10190,51848,engces0134,translator-B,12,TGT,eng,ces,100,abcnews.420184,False,1630271473.248,1630271485.946
10191,51849,engces0134,translator-B,13,TGT,eng,ces,98,abcnews.420184,False,1630271485.952,1630271502.946
10192,51850,engces0134,translator-B,14,TGT,eng,ces,100,abcnews.420184,True,1630271502.95,1630271505.417
10193,51853,engces0134,translator-A,2,TGT,eng,ces,100,rte.en.ie.30771,False,1630271534.687,1630271560.977
10194,51855,engces0134,translator-A,4,TGT,eng,ces,100,rte.en.ie.30771,False,1630271581.793,1630271599.025
10195,51856,engces0134,Facebook-AI,6,TGT,eng,ces,98,standard.co.uk.57768,False,1630273398.494,1630273416.839
10197,51858,engces0134,Facebook-AI,8,TGT,eng,ces,97,standard.co.uk.57768,False,1630273462.535,1630273479.391
10199,51860,engces0134,Facebook-AI,10,TGT,eng,ces,96,standard.co.uk.57768,False,1630273513.073,1630273548.558
10202,51863,engces0134,Facebook-AI,13,TGT,eng,ces,98,standard.co.uk.57768,False,1630273594.518,1630273602.991
10205,52523,engces012b,Online-W,2,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630304945.831,1630304961.014
10206,52526,engces012b,Online-W,3,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630304961.02,1630304979.734
10207,52529,engces012b,Online-W,4,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630304979.744,1630304989.782
10208,52532,engces012b,Online-W,5,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630304989.79,1630305003.509
10209,52536,engces012b,Online-W,6,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305003.517,1630305059.508
10210,52537,engces012b,Online-W,7,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305059.515,1630305065.015
10211,52539,engces012b,Online-W,8,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305065.022,1630305072.56
10212,52545,engces012b,Online-W,9,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305072.568,1630305092.968
10213,52546,engces012b,Online-W,10,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305092.975,1630305111.529
10214,52548,engces012b,Online-W,11,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305111.536,1630305118.173
10215,52553,engces012b,Online-W,12,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305127.333,1630305130.309
10216,52555,engces012b,Online-W,13,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1630305130.316,1630305135.73
10218,52567,engces012b,CUNI-Transformer2018,1,TGT,eng,ces,100,cbsnews.377408,False,1630305382.895,1630305387.915
10220,52574,engces012b,CUNI-Transformer2018,3,TGT,eng,ces,100,cbsnews.377408,False,1630305397.104,1630305409.786
10221,52580,engces012b,CUNI-Transformer2018,4,TGT,eng,ces,100,cbsnews.377408,False,1630305409.795,1630305424.951
10225,52599,engces012b,CUNI-Transformer2018,8,TGT,eng,ces,100,cbsnews.377408,False,1630305506.239,1630305518.605
10228,52610,engces012b,CUNI-Transformer2018,11,TGT,eng,ces,100,cbsnews.377408,False,1630305547.867,1630305555.341
10229,52612,engces012b,CUNI-Transformer2018,12,TGT,eng,ces,100,cbsnews.377408,False,1630305555.347,1630305562.422
10232,52625,engces012b,CUNI-Transformer2018,15,TGT,eng,ces,100,cbsnews.377408,False,1630305576.655,1630305583.361
10235,52637,engces012b,Online-Y,10,TGT,eng,ces,100,allafrica.53572,False,1630305976.679,1630306005.531
10236,52638,engces012b,Online-Y,9,TGT,eng,ces,100,allafrica.53572,False,1630306007.279,1630306013.899
10241,52689,engces0133,Online-A,2,TGT,eng,ces,97,aj-english.22076,False,1630306744.304,1630306752.809
10248,52714,engces0133,Online-A,7,TGT,eng,ces,96,aj-english.22076,False,1630306841.313,1630306858.837
10252,52725,engces0133,Online-A,10,TGT,eng,ces,96,aj-english.22076,False,1630306929.593,1630306938.203
10253,52728,engces0133,Online-A,11,TGT,eng,ces,99,aj-english.22076,False,1630306938.21,1630306950.58
10254,52734,engces012b,Facebook-AI,2,TGT,eng,ces,100,express.co.uk.44090,False,1630306863.117,1630306973.026
10275,52853,engces0136,Online-G,5,TGT,eng,ces,100,guardian.306607,False,1630308435.764,1630308451.634
10278,52876,engces0136,Online-G,12,TGT,eng,ces,100,guardian.306607,False,1630308797.177,1630308804.964
10282,52888,engces0136,Online-G,16,TGT,eng,ces,100,guardian.306607,False,1630308912.669,1630308919.005
10292,52952,engces0136,translator-B,0,TGT,eng,ces,100,en.ndtv.com.75106,False,1630310049.525,1630310083.803
10295,52969,engces0136,translator-B,4,TGT,eng,ces,100,en.ndtv.com.75106,False,1630310139.77,1630310145.203
10298,52981,engces0136,translator-B,8,TGT,eng,ces,100,en.ndtv.com.75106,False,1630310223.578,1630310225.695
10299,52982,engces0136,translator-B,9,TGT,eng,ces,100,en.ndtv.com.75106,False,1630310225.701,1630310234.547
10300,52983,engces0136,translator-B,10,TGT,eng,ces,100,en.ndtv.com.75106,False,1630310234.553,1630310238.468
10301,52986,engces0136,Online-G,5,TGT,eng,ces,100,guardian.306607,False,1630310611.64,1630310630.139
10303,53020,engces0136,Online-G,12,TGT,eng,ces,100,guardian.306607,False,1630310733.435,1630310739.917
10307,53045,engces0136,Online-W,10,TGT,eng,ces,100,express.co.uk.44121,False,1630311187.389,1630311193.809
10310,53145,engces0136,translator-B,4,TGT,eng,ces,100,upi.228777,False,1630312294.821,1630312302.02
10311,53147,engces0136,translator-B,5,TGT,eng,ces,100,upi.228777,False,1630312302.027,1630312315.996
10312,53155,engces0136,translator-B,6,TGT,eng,ces,100,upi.228777,False,1630312316.004,1630312342.107
10313,53157,engces0136,translator-B,7,TGT,eng,ces,100,upi.228777,False,1630312342.114,1630312356.221
10314,53160,engces0136,translator-B,8,TGT,eng,ces,100,upi.228777,False,1630312356.232,1630312375.115
10315,53163,engces0136,translator-B,9,TGT,eng,ces,100,upi.228777,False,1630312375.121,1630312393.106
10316,53166,engces0136,translator-B,10,TGT,eng,ces,100,upi.228777,False,1630312393.112,1630312402.317
10317,53172,engces0136,translator-B,11,TGT,eng,ces,100,upi.228777,True,1630312402.321,1630312418.55
10318,53181,engces0136,translator-B,0,TGT,eng,ces,100,abcnews.420122,False,1630312422.153,1630312467.638
10319,53182,engces0136,translator-B,1,TGT,eng,ces,100,abcnews.420122,False,1630312467.646,1630312475.465
10320,53183,engces0136,translator-B,2,TGT,eng,ces,100,abcnews.420122,False,1630312475.47,1630312490.561
10321,53186,engces0136,translator-B,3,TGT,eng,ces,100,abcnews.420122,False,1630312490.566,1630312506.145
10322,53188,engces0136,translator-B,4,TGT,eng,ces,100,abcnews.420122,False,1630312506.151,1630312510.599
10323,53190,engces0136,translator-B,5,TGT,eng,ces,100,abcnews.420122,False,1630312510.605,1630312513.822
10324,53191,engces0136,translator-B,6,TGT,eng,ces,100,abcnews.420122,False,1630312513.827,1630312519.087
10325,53193,engces0136,translator-B,7,TGT,eng,ces,100,abcnews.420122,False,1630312519.092,1630312532.959
10326,53195,engces0136,translator-B,8,TGT,eng,ces,100,abcnews.420122,False,1630312532.964,1630312535.871
10327,53196,engces0136,translator-B,9,TGT,eng,ces,100,abcnews.420122,True,1630312535.874,1630312538.543
10328,53199,engces0136,Online-W,0,TGT,eng,ces,100,abcnews.420117,False,1630312544.869,1630312554.551
10329,53202,engces0136,Online-W,1,TGT,eng,ces,100,abcnews.420117,False,1630312554.56,1630312573.961
10330,53204,engces0136,Online-W,2,TGT,eng,ces,100,abcnews.420117,False,1630312573.967,1630312587.917
10331,53207,engces0136,Online-W,3,TGT,eng,ces,100,abcnews.420117,False,1630312587.922,1630312626.514
10340,53322,engces0136,Online-W,3,TGT,eng,ces,100,rt.com.131279,False,1630314403.586,1630314412.304
10342,53346,engces0136,Online-W,10,TGT,eng,ces,100,rt.com.131279,False,1630314586.489,1630314603.148
10343,53351,engces0136,Online-W,11,TGT,eng,ces,100,rt.com.131279,False,1630314603.153,1630314613.044
10344,53354,engces0136,Online-W,12,TGT,eng,ces,100,rt.com.131279,False,1630314613.049,1630314618.076
10346,53372,engces0136,translator-B,0,TGT,eng,ces,100,abcnews.420122,False,1630314647.231,1630314663.324
10347,53402,engces0136,translator-B,2,TGT,eng,ces,100,guardian.306625,False,1630315008.777,1630315015.476
10348,53406,engces0136,translator-B,3,TGT,eng,ces,100,guardian.306625,False,1630315015.481,1630315058.068
10350,53410,engces0136,translator-B,5,TGT,eng,ces,100,guardian.306625,False,1630315062.597,1630315066.191
10351,53411,engces0136,translator-B,6,TGT,eng,ces,100,guardian.306625,False,1630315066.196,1630315071.587
10352,53413,engces0136,translator-B,7,TGT,eng,ces,100,guardian.306625,False,1630315071.592,1630315076.315
10353,53429,engces0136,translator-B,8,TGT,eng,ces,100,guardian.306625,False,1630315076.321,1630315140.384
10354,53430,engces0136,translator-B,9,TGT,eng,ces,100,guardian.306625,False,1630315140.389,1630315143.439
10355,53431,engces0136,translator-B,10,TGT,eng,ces,99,guardian.306625,False,1630315143.444,1630315148.591
10361,53603,engces011d,CUNI-Marian-Baselines,2,TGT,eng,ces,97,rte.en.ie.30771,False,1630316681.586,1630316714.929
10362,53621,engces011d,Online-B,8,TGT,eng,ces,98,seattle_times.253356,False,1630317084.082,1630317094.503
10366,53628,engces011d,CUNI-Marian-Baselines,0,TGT,eng,ces,97,rte.en.ie.30771,False,1630317141.057,1630317149.066
10367,53640,engces011d,CUNI-Marian-Baselines,1,TGT,eng,ces,96,rte.en.ie.30771,False,1630317149.077,1630317170.666
10368,53644,engces011d,CUNI-Marian-Baselines,2,TGT,eng,ces,96,rte.en.ie.30771,False,1630317170.677,1630317182.312
10369,53654,engces011d,CUNI-Marian-Baselines,3,TGT,eng,ces,98,rte.en.ie.30771,False,1630317182.321,1630317205.042
10370,53662,engces011d,CUNI-Marian-Baselines,4,TGT,eng,ces,99,rte.en.ie.30771,False,1630317205.051,1630317226.849
10372,53681,engces011d,CUNI-Marian-Baselines,6,TGT,eng,ces,96,rte.en.ie.30771,False,1630317262.634,1630317274.16
10373,53684,engces011d,CUNI-Marian-Baselines,7,TGT,eng,ces,100,rte.en.ie.30771,False,1630317274.169,1630317293.102
10389,53780,engces0133,Online-A,4,TGT,eng,ces,99,aj-english.22076,False,1630318280.444,1630318290.98
10567,54162,engces0138,Online-B,3,TGT,eng,ces,100,bbc.500823,False,1630322245.106,1630322254.588
10568,54163,engces0138,Online-B,4,TGT,eng,ces,100,bbc.500823,False,1630322254.594,1630322260.973
10571,54179,engces0138,Online-B,7,TGT,eng,ces,100,bbc.500823,False,1630322401.694,1630322405.993
10572,54181,engces0138,Online-B,8,TGT,eng,ces,100,bbc.500823,False,1630322405.998,1630322413.153
10573,54187,engces0138,Online-B,9,TGT,eng,ces,100,bbc.500823,False,1630322413.158,1630322501.628
10574,54189,engces0138,Online-B,10,TGT,eng,ces,100,bbc.500823,False,1630322501.633,1630322545.677
10598,54231,engces0138,Online-B,34,TGT,eng,ces,100,bbc.500823,False,1630323144.466,1630323146.76
10599,54232,engces0138,Online-B,35,TGT,eng,ces,100,bbc.500823,False,1630323146.765,1630323155.448
10606,54245,engces0138,Online-B,25,TGT,eng,ces,100,bbc.500823,False,1630323553.605,1630323598.16
10614,54258,engces0138,Online-B,33,TGT,eng,ces,100,bbc.500823,False,1630323755.268,1630323764.535
10616,54270,engces0138,Online-W,1,TGT,eng,ces,100,en.ndtv.com.75143,False,1630323920.842,1630323944.242
10618,54287,engces0138,Online-W,3,TGT,eng,ces,100,en.ndtv.com.75143,False,1630324024.183,1630324034.807
10619,54289,engces0138,Online-W,4,TGT,eng,ces,100,en.ndtv.com.75143,False,1630324034.813,1630324042.352
10620,54301,engces0138,Online-W,5,TGT,eng,ces,100,en.ndtv.com.75143,False,1630324097.569,1630324112.544
10621,54302,engces0138,Online-W,6,TGT,eng,ces,98,en.ndtv.com.75143,True,1630324112.548,1630324127.617
10622,54306,engces0138,Online-W,1,TGT,eng,ces,100,express.co.uk.44090,False,1630324163.958,1630324171.312
10624,54310,engces0138,Online-W,3,TGT,eng,ces,100,express.co.uk.44090,False,1630324211.563,1630324217.523
10625,54311,engces0138,Online-W,4,TGT,eng,ces,100,express.co.uk.44090,False,1630324217.529,1630324222.003
10626,54312,engces0138,Online-W,5,TGT,eng,ces,100,express.co.uk.44090,False,1630324222.008,1630324225.884
10627,54314,engces0138,Online-W,6,TGT,eng,ces,100,express.co.uk.44090,False,1630324225.889,1630324237.78
10629,54317,engces0138,Online-W,8,TGT,eng,ces,100,express.co.uk.44090,False,1630324247.977,1630324252.647
10631,54319,engces0138,Online-W,10,TGT,eng,ces,100,express.co.uk.44090,False,1630324286.159,1630324291.827
10632,54320,engces0138,Online-W,11,TGT,eng,ces,100,express.co.uk.44090,False,1630324291.832,1630324300.2
10633,54321,engces0138,Online-W,12,TGT,eng,ces,100,express.co.uk.44090,False,1630324300.204,1630324312.02
10634,54324,engces0138,Online-W,14,TGT,eng,ces,100,express.co.uk.44090,False,1630324344.602,1630324351.087
10638,54336,engces0138,Online-B,3,TGT,eng,ces,100,bbc.500823,False,1630324425.525,1630324436.456
10645,54361,engces0138,CUNI-Marian-Baselines,0,TGT,eng,ces,100,en.ndtv.com.75114,False,1630324751.784,1630324791.568
10646,54363,engces0138,CUNI-Marian-Baselines,1,TGT,eng,ces,100,en.ndtv.com.75114,False,1630324791.576,1630324802.724
10647,54365,engces0138,CUNI-Marian-Baselines,2,TGT,eng,ces,100,en.ndtv.com.75114,False,1630324802.729,1630324841.027
10648,54367,engces0138,CUNI-Marian-Baselines,3,TGT,eng,ces,100,en.ndtv.com.75114,False,1630324841.033,1630324886.807
10649,54371,engces0138,CUNI-Marian-Baselines,5,TGT,eng,ces,100,en.ndtv.com.75114,False,1630324962.484,1630325064.728
10650,54372,engces0138,CUNI-Marian-Baselines,7,TGT,eng,ces,100,en.ndtv.com.75114,False,1630325073.331,1630325092.295
10651,54374,engces0138,CUNI-Marian-Baselines,8,TGT,eng,ces,100,en.ndtv.com.75114,False,1630325092.3,1630325124.023
10652,54375,engces0138,CUNI-Marian-Baselines,9,TGT,eng,ces,100,en.ndtv.com.75114,False,1630325131.47,1630325140.918
10655,54381,engces0138,CUNI-Marian-Baselines,16,TGT,eng,ces,100,en.ndtv.com.75114,False,1630325232.861,1630325245.059
10658,54387,engces0138,CUNI-Marian-Baselines,13,TGT,eng,ces,100,en.ndtv.com.75114,False,1630325387.662,1630325420.759
10662,55137,engces0137,CUNI-Transformer2018,5,TGT,eng,ces,100,seattle_times.253486,False,1630340396.375,1630340437.832
10666,55155,engces0137,CUNI-Transformer2018,2,TGT,eng,ces,100,seattle_times.253486,False,1630340646.531,1630340663.122
10667,55156,engces0137,CUNI-Transformer2018,3,TGT,eng,ces,100,seattle_times.253486,False,1630340663.132,1630340675.508
10668,55158,engces0137,CUNI-Transformer2018,4,TGT,eng,ces,100,seattle_times.253486,False,1630340675.518,1630340691.359
