,Unnamed: 0,userId,sys,segId,Q,src,tgt,score,docId,whole_doc,start,end
22853,115692,engces0332,eTranslation,10,TGT,eng,ces,100,rt.com.131224,False,1631342664.823,1631342673.171
22855,115696,engces0332,eTranslation,14,TGT,eng,ces,100,rt.com.131224,False,1631342841.7,1631342875.087
22868,115717,engces0332,Online-G,6,TGT,eng,ces,100,independent.597197,False,1631343774.887,1631343930.494
22876,115725,engces0332,Online-A,0,TGT,eng,ces,100,seattle_times.253356,False,1631344183.759,1631344207.607
22880,115729,engces0332,Online-A,4,TGT,eng,ces,100,seattle_times.253356,False,1631344604.473,1631344687.678
22881,115730,engces0332,Online-A,5,TGT,eng,ces,100,seattle_times.253356,False,1631344687.685,1631344719.936
22882,115731,engces0332,Online-A,6,TGT,eng,ces,100,seattle_times.253356,False,1631344719.942,1631344732.562
22888,115738,engces0332,CUNI-Transformer2018,1,TGT,eng,ces,100,express.co.uk.44069,False,1631344983.954,1631344989.033
22889,115742,engces0332,CUNI-Transformer2018,5,TGT,eng,ces,100,express.co.uk.44069,False,1631345099.684,1631345136.503
22892,115748,engces0332,CUNI-Transformer2018,1,TGT,eng,ces,100,express.co.uk.44069,False,1631345318.281,1631345323.311
22893,115749,engces0332,CUNI-Transformer2018,3,TGT,eng,ces,100,express.co.uk.44069,False,1631345333.194,1631345361.559
22895,115751,engces0332,CUNI-Transformer2018,5,TGT,eng,ces,100,express.co.uk.44069,False,1631345372.565,1631345377.591
22896,115752,engces0332,CUNI-Transformer2018,6,TGT,eng,ces,100,express.co.uk.44069,False,1631345377.598,1631345387.827
22897,115753,engces0332,Online-G,4,TGT,eng,ces,100,cnbc.com.58093,False,1631346737.997,1631346757.337
22898,115754,engces0332,Online-G,5,TGT,eng,ces,100,cnbc.com.58093,False,1631346757.345,1631346775.165
22913,115769,engces0334,Facebook-AI,2,TGT,eng,ces,100,express.co.uk.44090,False,1631347408.451,1631347417.037
22914,115770,engces0334,Facebook-AI,3,TGT,eng,ces,100,express.co.uk.44090,False,1631347417.044,1631347423.585
22915,115771,engces0334,Facebook-AI,4,TGT,eng,ces,100,express.co.uk.44090,False,1631347423.592,1631347427.902
22916,115772,engces0334,Facebook-AI,5,TGT,eng,ces,100,express.co.uk.44090,False,1631347427.908,1631347431.6
22917,115773,engces0334,Facebook-AI,7,TGT,eng,ces,100,express.co.uk.44090,False,1631347440.689,1631347445.728
22918,115774,engces0334,Facebook-AI,8,TGT,eng,ces,100,express.co.uk.44090,False,1631347445.734,1631347450.096
22919,115775,engces0334,Facebook-AI,9,TGT,eng,ces,100,express.co.uk.44090,False,1631347450.102,1631347460.303
22920,115776,engces0334,Facebook-AI,10,TGT,eng,ces,100,express.co.uk.44090,False,1631347461.625,1631347469.104
22922,115778,engces0334,Facebook-AI,15,TGT,eng,ces,100,express.co.uk.44090,False,1631347538.58,1631347551.155
22927,115786,engces0334,eTranslation,1,TGT,eng,ces,100,nytimes.268754,False,1631348646.184,1631348654.349
22936,115795,engces0334,eTranslation,10,TGT,eng,ces,100,nytimes.268754,False,1631349323.176,1631349422.893
22937,115796,engces0334,eTranslation,12,TGT,eng,ces,100,nytimes.268754,False,1631349675.328,1631349699.74
22941,115800,engces0334,CUNI-Marian-Baselines,2,TGT,eng,ces,100,metro.co.uk.47971,False,1631349912.912,1631349936.688
22945,115804,engces0334,CUNI-Marian-Baselines,6,TGT,eng,ces,100,metro.co.uk.47971,False,1631350453.038,1631350484.196
22949,115808,engces0334,CUNI-Marian-Baselines,10,TGT,eng,ces,100,metro.co.uk.47971,False,1631350636.72,1631350650.704
22953,115812,engces0334,translator-B,0,TGT,eng,ces,100,egyptindependent.com.6424,False,1631350741.227,1631350746.248
22955,115814,engces0334,translator-B,2,TGT,eng,ces,100,egyptindependent.com.6424,False,1631350818.609,1631350828.02
22957,115816,engces0334,translator-B,4,TGT,eng,ces,100,egyptindependent.com.6424,False,1631350837.681,1631350843.1
22958,115817,engces0334,translator-B,5,TGT,eng,ces,100,egyptindependent.com.6424,False,1631350843.106,1631350848.532
22959,115818,engces0334,CUNI-DocTransformer,3,TGT,eng,ces,100,guardian.306722,False,1631352991.18,1631352999.959
22962,115821,engces0334,CUNI-DocTransformer,6,TGT,eng,ces,100,guardian.306722,False,1631353066.468,1631353121.479
22966,115825,engces0334,CUNI-DocTransformer,10,TGT,eng,ces,100,guardian.306722,False,1631353153.252,1631353174.243
22968,115827,engces0334,CUNI-DocTransformer,13,TGT,eng,ces,100,guardian.306722,False,1631353287.139,1631353294.363
22981,115840,engces0334,CUNI-Transformer2018,0,TGT,eng,ces,100,brisbanetimes.com.au.275198,False,1631353754.556,1631353763.887
22982,115841,engces0334,CUNI-Transformer2018,1,TGT,eng,ces,100,brisbanetimes.com.au.275198,False,1631353781.337,1631353787.495
22984,115853,engces0334,CUNI-Transformer2018,15,TGT,eng,ces,100,brisbanetimes.com.au.275198,False,1631354023.579,1631354032.127
22989,115860,engces0335,Online-W,5,TGT,eng,ces,98,abcnews.420122,False,1631355417.37,1631355427.647
23001,115874,engces0335,Online-A,4,TGT,eng,ces,99,allafrica.53568,False,1631355765.398,1631355786.786
23005,115878,engces0335,Online-W,2,TGT,eng,ces,99,abcnews.420122,False,1631355893.719,1631355908.572
23006,115879,engces0335,Online-W,3,TGT,eng,ces,98,abcnews.420122,False,1631355908.603,1631355915.929
23008,115881,engces0335,Online-W,5,TGT,eng,ces,98,abcnews.420122,False,1631355924.178,1631355948.812
23009,115882,engces0335,Online-W,6,TGT,eng,ces,99,abcnews.420122,False,1631355948.836,1631355962.877
23011,115884,engces0335,Online-W,8,TGT,eng,ces,98,abcnews.420122,False,1631355973.643,1631355977.194
23013,115886,engces0335,Online-A,0,TGT,eng,ces,98,allafrica.53568,False,1631355997.911,1631355999.333
23016,115892,engces0335,translator-A,4,TGT,eng,ces,99,novinite.com.40529,False,1631356875.621,1631356918.141
23039,115944,engces0335,CUNI-DocTransformer,4,TGT,eng,ces,99,rt.com.131263,False,1631357591.091,1631357607.707
23057,115987,engces0335,CUNI-Marian-Baselines,6,TGT,eng,ces,99,abcnews.420117,False,1631359142.321,1631359150.515
23067,116013,engces0335,Facebook-AI,7,TGT,eng,ces,99,abcnews.420184,False,1631359342.508,1631359351.22
23080,116035,engces0334,Facebook-AI,4,TGT,eng,ces,100,rt.com.131229,False,1631359517.529,1631359531.338
23082,116038,engces0334,Facebook-AI,5,TGT,eng,ces,100,rt.com.131229,False,1631359531.345,1631359537.379
23084,116041,engces0334,Facebook-AI,7,TGT,eng,ces,100,rt.com.131229,False,1631359547.971,1631359554.211
23085,116043,engces0334,Facebook-AI,8,TGT,eng,ces,100,rt.com.131229,False,1631359554.218,1631359559.971
23102,116078,engces0334,CUNI-Marian-Baselines,2,TGT,eng,ces,100,bbc.500856,False,1631359849.401,1631359856.839
23107,116083,engces0334,CUNI-Marian-Baselines,5,TGT,eng,ces,100,bbc.500856,False,1631359923.066,1631359928.363
23108,116084,engces0334,CUNI-Marian-Baselines,6,TGT,eng,ces,100,bbc.500856,False,1631359928.369,1631359935.611
23113,116091,engces0334,CUNI-Marian-Baselines,8,TGT,eng,ces,100,bbc.500856,False,1631360009.426,1631360014.895
23115,116093,engces0334,CUNI-Marian-Baselines,9,TGT,eng,ces,100,bbc.500856,False,1631360014.902,1631360022.25
23116,116095,engces0335,translator-B,9,TGT,eng,ces,99,aj-english.22076,False,1631360010.12,1631360031.603
23117,116097,engces0334,CUNI-Marian-Baselines,10,TGT,eng,ces,100,bbc.500856,False,1631360022.256,1631360050.631
23118,116098,engces0334,CUNI-Marian-Baselines,11,TGT,eng,ces,100,bbc.500856,False,1631360050.636,1631360059.463
23119,116099,engces0334,CUNI-Marian-Baselines,12,TGT,eng,ces,100,bbc.500856,False,1631360059.468,1631360064.103
23124,116104,engces0334,CUNI-DocTransformer,0,TGT,eng,ces,100,guardian.306722,False,1631360134.914,1631360144.351
23125,116106,engces0334,CUNI-DocTransformer,1,TGT,eng,ces,100,guardian.306722,False,1631360144.361,1631360149.631
23133,116116,engces0334,translator-A,1,TGT,eng,ces,100,thesun.co.uk.114364,False,1631360260.185,1631360265.376
23181,116384,engces031f,Facebook-AI,1,TGT,eng,ces,99,seattle_times.253486,False,1631383576.709,1631383618.772
23186,116389,engces031f,Facebook-AI,6,TGT,eng,ces,98,seattle_times.253486,False,1631383748.822,1631383781.619
23188,116391,engces031f,Facebook-AI,8,TGT,eng,ces,99,seattle_times.253486,False,1631383799.808,1631383859.114
23189,116392,engces031f,Facebook-AI,9,TGT,eng,ces,99,seattle_times.253486,True,1631383859.131,1631383861.926
23197,116400,engces031f,Online-W,7,TGT,eng,ces,98,bbc.500855,False,1631384045.465,1631384071.036
23198,116401,engces031f,Online-W,8,TGT,eng,ces,98,bbc.500855,False,1631384071.054,1631384084.87
23200,116403,engces031f,Online-W,10,TGT,eng,ces,98,bbc.500855,False,1631384095.066,1631384112.667
23205,116408,engces031f,Online-B,2,TGT,eng,ces,99,express.co.uk.44121,False,1631384200.114,1631384208.886
23210,116413,engces031f,Online-B,7,TGT,eng,ces,100,express.co.uk.44121,False,1631384264.208,1631384278.273
23216,116419,engces0336,CUNI-DocTransformer,0,TGT,eng,ces,100,bbc.500823,False,1631426928.861,1631426937.031
23217,116420,engces0336,CUNI-DocTransformer,1,TGT,eng,ces,100,bbc.500823,False,1631426937.049,1631426943.867
23218,116421,engces0336,CUNI-DocTransformer,2,TGT,eng,ces,100,bbc.500823,False,1631426943.878,1631426949.34
23219,116422,engces0336,CUNI-DocTransformer,3,TGT,eng,ces,100,bbc.500823,False,1631426949.353,1631427096.799
23220,116423,engces0336,CUNI-DocTransformer,4,TGT,eng,ces,100,bbc.500823,False,1631427096.809,1631427106.663
23221,116424,engces0336,CUNI-DocTransformer,5,TGT,eng,ces,100,bbc.500823,False,1631427106.671,1631427315.597
23222,116425,engces0336,CUNI-DocTransformer,6,TGT,eng,ces,100,bbc.500823,False,1631427315.604,1631427336.879
23224,116427,engces0336,CUNI-DocTransformer,8,TGT,eng,ces,100,bbc.500823,False,1631427462.521,1631427469.626
23225,116428,engces0336,CUNI-DocTransformer,9,TGT,eng,ces,100,bbc.500823,False,1631427469.634,1631427474.094
23226,116429,engces0336,CUNI-DocTransformer,10,TGT,eng,ces,100,bbc.500823,False,1631427474.101,1631427478.674
23227,116430,engces0336,CUNI-DocTransformer,11,TGT,eng,ces,100,bbc.500823,False,1631427478.684,1631427492.522
23228,116431,engces0336,CUNI-DocTransformer,13,TGT,eng,ces,100,bbc.500823,False,1631427702.565,1631427708.004
23231,116434,engces0336,CUNI-DocTransformer,16,TGT,eng,ces,100,bbc.500823,False,1631427757.933,1631427764.026
23232,116435,engces0336,CUNI-DocTransformer,17,TGT,eng,ces,100,bbc.500823,False,1631427764.032,1631427785.218
23233,116436,engces0336,CUNI-DocTransformer,18,TGT,eng,ces,100,bbc.500823,False,1631427785.226,1631427793.338
23234,116437,engces0336,CUNI-DocTransformer,19,TGT,eng,ces,100,bbc.500823,False,1631427793.348,1631427802.85
23237,116440,engces0336,CUNI-DocTransformer,23,TGT,eng,ces,100,bbc.500823,False,1631427892.129,1631427904.482
23238,116441,engces0336,CUNI-DocTransformer,24,TGT,eng,ces,100,bbc.500823,False,1631427904.491,1631427914.177
23239,116442,engces0336,CUNI-DocTransformer,25,TGT,eng,ces,100,bbc.500823,False,1631427914.183,1631427929.978
23240,116443,engces0336,CUNI-DocTransformer,26,TGT,eng,ces,100,bbc.500823,False,1631427929.985,1631427933.607
23241,116444,engces0336,CUNI-DocTransformer,27,TGT,eng,ces,100,bbc.500823,False,1631427933.614,1631427939.696
23243,116446,engces0336,CUNI-DocTransformer,29,TGT,eng,ces,100,bbc.500823,False,1631427984.566,1631427990.252
23245,116448,engces0336,CUNI-DocTransformer,31,TGT,eng,ces,100,bbc.500823,False,1631428000.799,1631428004.989
23246,116449,engces0336,CUNI-DocTransformer,33,TGT,eng,ces,100,bbc.500823,False,1631428025.369,1631428029.493
23247,116450,engces0336,CUNI-DocTransformer,34,TGT,eng,ces,100,bbc.500823,False,1631428029.501,1631428032.165
23248,116451,engces0336,CUNI-DocTransformer,35,TGT,eng,ces,100,bbc.500823,False,1631428032.171,1631428034.685
23256,116459,engces0336,eTranslation,4,TGT,eng,ces,100,voa-en.100681,False,1631428207.104,1631428218.427
23257,116460,engces0336,eTranslation,5,TGT,eng,ces,100,voa-en.100681,False,1631428218.436,1631428227.754
23258,116461,engces0336,eTranslation,6,TGT,eng,ces,100,voa-en.100681,False,1631428227.762,1631428234.086
23259,116462,engces0336,eTranslation,8,TGT,eng,ces,100,voa-en.100681,False,1631428255.69,1631428264.103
23263,116466,engces0336,Facebook-AI,0,TGT,eng,ces,100,abcnews.420117,False,1631428472.346,1631428487.291
23264,116467,engces0336,Facebook-AI,1,TGT,eng,ces,100,abcnews.420117,False,1631428487.301,1631428604.321
23265,116468,engces0336,Facebook-AI,2,TGT,eng,ces,100,abcnews.420117,False,1631428604.328,1631428614.465
23266,116469,engces0336,Facebook-AI,3,TGT,eng,ces,100,abcnews.420117,False,1631428614.472,1631428621.377
23267,116470,engces0336,Facebook-AI,4,TGT,eng,ces,100,abcnews.420117,False,1631428621.385,1631428631.993
23268,116471,engces0336,Facebook-AI,5,TGT,eng,ces,100,abcnews.420117,False,1631428632.0,1631428639.609
23269,116472,engces0336,Facebook-AI,6,TGT,eng,ces,100,abcnews.420117,False,1631428639.616,1631428680.121
23270,116473,engces0336,Facebook-AI,7,TGT,eng,ces,100,abcnews.420117,False,1631428680.127,1631428684.134
23271,116474,engces0336,Facebook-AI,8,TGT,eng,ces,100,abcnews.420117,False,1631428684.141,1631428688.381
23272,116475,engces0336,Facebook-AI,9,TGT,eng,ces,100,abcnews.420117,False,1631428688.388,1631428693.017
23273,116476,engces0336,Facebook-AI,10,TGT,eng,ces,100,abcnews.420117,False,1631428693.022,1631428696.317
23274,116477,engces0336,Facebook-AI,11,TGT,eng,ces,100,abcnews.420117,True,1631428696.323,1631428717.533
23275,116479,engces0336,CUNI-DocTransformer,1,TGT,eng,ces,100,bbc.500823,False,1631428766.11,1631428772.621
23276,116482,engces0336,CUNI-DocTransformer,4,TGT,eng,ces,100,bbc.500823,False,1631428843.312,1631429006.561
23277,116483,engces0336,CUNI-DocTransformer,5,TGT,eng,ces,100,bbc.500823,False,1631429006.568,1631429092.417
23283,116500,engces0336,Online-G,4,TGT,eng,ces,100,news.com.au.796350,False,1631431440.771,1631431443.88
23287,116505,engces0338,Facebook-AI,1,TGT,eng,ces,99,abcnews.420140,False,1631431627.004,1631431654.379
23290,116508,engces0338,Facebook-AI,4,TGT,eng,ces,98,abcnews.420140,False,1631431699.411,1631431710.711
23305,116523,engces0336,Online-G,4,TGT,eng,ces,100,news.com.au.796350,False,1631431988.785,1631431991.1
23312,116530,engces0338,Facebook-AI,19,TGT,eng,ces,99,abcnews.420140,False,1631432046.843,1631432062.592
23315,116533,engces0338,Facebook-AI,22,TGT,eng,ces,98,abcnews.420140,False,1631432112.083,1631432121.651
23319,116537,engces0338,Facebook-AI,25,TGT,eng,ces,98,abcnews.420140,False,1631432157.595,1631432172.867
23323,116545,engces0336,CUNI-Transformer2018,3,TGT,eng,ces,100,seattle_times.253485,False,1631432240.274,1631433235.431
23324,116546,engces0336,CUNI-Transformer2018,4,TGT,eng,ces,100,seattle_times.253485,False,1631433235.439,1631433277.731
23325,116547,engces0336,CUNI-Transformer2018,5,TGT,eng,ces,100,seattle_times.253485,False,1631433277.739,1631433383.267
23326,116548,engces0336,CUNI-Transformer2018,6,TGT,eng,ces,100,seattle_times.253485,False,1631433383.274,1631433390.939
23329,116551,engces0336,CUNI-Transformer2018,9,TGT,eng,ces,100,seattle_times.253485,False,1631433414.633,1631433420.071
23330,116552,engces0336,CUNI-Transformer2018,10,TGT,eng,ces,100,seattle_times.253485,False,1631433420.077,1631433439.239
23331,116553,engces0336,CUNI-Transformer2018,11,TGT,eng,ces,100,seattle_times.253485,False,1631433439.245,1631433445.418
23332,116554,engces0336,CUNI-Transformer2018,12,TGT,eng,ces,100,seattle_times.253485,False,1631433445.424,1631433456.003
23333,116555,engces0336,translator-A,23,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1631435072.968,1631435077.394
23334,116556,engces0336,translator-A,24,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1631435077.4,1631435080.691
23335,116557,engces0336,translator-A,25,TGT,eng,ces,100,brisbanetimes.com.au.275186,False,1631435080.696,1631435097.822
23337,116559,engces0336,translator-A,0,TGT,eng,ces,100,cbsnews.377515,False,1631435150.986,1631435207.499
23338,116560,engces0336,translator-A,1,TGT,eng,ces,100,cbsnews.377515,False,1631435207.509,1631435248.479
23339,116561,engces0336,translator-A,2,TGT,eng,ces,100,cbsnews.377515,False,1631435248.486,1631435259.942
23340,116562,engces0336,translator-A,3,TGT,eng,ces,100,cbsnews.377515,False,1631435259.949,1631435266.743
23341,116563,engces0336,translator-A,4,TGT,eng,ces,100,cbsnews.377515,True,1631435266.747,1631435828.867
23342,116566,engces0339,Online-W,2,TGT,eng,ces,100,aj-english.22076,False,1631436183.6,1631436206.657
23343,116567,engces0339,Online-W,3,TGT,eng,ces,100,aj-english.22076,False,1631436210.217,1631436213.245
23344,116568,engces0339,Online-W,4,TGT,eng,ces,100,aj-english.22076,False,1631436213.252,1631436225.773
23345,116569,engces0339,Online-W,5,TGT,eng,ces,100,aj-english.22076,False,1631436234.286,1631436248.27
23346,116570,engces0339,Online-W,6,TGT,eng,ces,100,aj-english.22076,False,1631436248.277,1631436261.334
23347,116573,engces0339,Online-W,11,TGT,eng,ces,100,aj-english.22076,False,1631436386.748,1631436396.875
23348,116579,engces0339,Online-W,17,TGT,eng,ces,100,aj-english.22076,False,1631436533.92,1631436557.878
23350,116582,engces0339,Online-W,0,TGT,eng,ces,100,aj-english.22076,False,1631436634.95,1631436641.927
23352,116584,engces0339,Online-W,2,TGT,eng,ces,100,aj-english.22076,False,1631436669.129,1631436672.318
23353,116585,engces0339,Online-W,3,TGT,eng,ces,100,aj-english.22076,False,1631436672.325,1631436676.894
23354,116586,engces0339,Online-W,4,TGT,eng,ces,100,aj-english.22076,False,1631436676.9,1631436682.159
23355,116587,engces0339,Online-W,5,TGT,eng,ces,100,aj-english.22076,False,1631436682.166,1631436688.802
23356,116588,engces0339,Online-W,6,TGT,eng,ces,100,aj-english.22076,False,1631436688.809,1631436695.222
23357,116589,engces0339,Online-W,7,TGT,eng,ces,100,aj-english.22076,False,1631436695.228,1631436698.286
23358,116590,engces0339,Online-W,8,TGT,eng,ces,100,aj-english.22076,False,1631436698.292,1631436704.098
23360,116592,engces0339,Online-W,10,TGT,eng,ces,100,aj-english.22076,False,1631436710.694,1631436727.678
23361,116593,engces0339,Online-W,11,TGT,eng,ces,100,aj-english.22076,False,1631436727.685,1631436730.982
23362,116594,engces0339,Online-W,12,TGT,eng,ces,100,aj-english.22076,False,1631436730.987,1631436736.478
23363,116595,engces0339,Online-W,13,TGT,eng,ces,100,aj-english.22076,False,1631436736.484,1631436742.819
23364,116596,engces0339,Online-W,14,TGT,eng,ces,100,aj-english.22076,False,1631436742.828,1631436747.382
23365,116597,engces0339,Online-W,15,TGT,eng,ces,100,aj-english.22076,False,1631436747.388,1631436757.114
23366,116598,engces0339,Online-W,16,TGT,eng,ces,100,aj-english.22076,False,1631436757.121,1631436764.41
23367,116599,engces0339,Online-W,17,TGT,eng,ces,100,aj-english.22076,False,1631436764.418,1631436771.517
23368,116600,engces0339,Online-W,18,TGT,eng,ces,100,aj-english.22076,False,1631436771.522,1631436774.705
23370,116602,engces0339,Facebook-AI,0,TGT,eng,ces,100,metro.co.uk.47971,False,1631436806.354,1631436812.598
23371,116603,engces0339,Facebook-AI,1,TGT,eng,ces,100,metro.co.uk.47971,False,1631436812.608,1631436839.946
23372,116604,engces0339,Facebook-AI,2,TGT,eng,ces,100,metro.co.uk.47971,False,1631436839.954,1631436844.169
23373,116605,engces0339,Facebook-AI,3,TGT,eng,ces,100,metro.co.uk.47971,False,1631436844.175,1631436856.465
23374,116606,engces0339,Facebook-AI,4,TGT,eng,ces,100,metro.co.uk.47971,False,1631436856.472,1631436869.306
23375,116607,engces0339,Facebook-AI,5,TGT,eng,ces,100,metro.co.uk.47971,False,1631436869.313,1631436875.13
23376,116608,engces0339,Facebook-AI,6,TGT,eng,ces,100,metro.co.uk.47971,False,1631436875.136,1631436878.562
23377,116609,engces0339,Facebook-AI,7,TGT,eng,ces,100,metro.co.uk.47971,False,1631436888.429,1631436889.093
23378,116610,engces0339,Facebook-AI,8,TGT,eng,ces,100,metro.co.uk.47971,False,1631436889.101,1631436904.771
23379,116611,engces0339,Facebook-AI,10,TGT,eng,ces,100,metro.co.uk.47971,False,1631436960.89,1631436965.702
23380,116612,engces0339,Facebook-AI,11,TGT,eng,ces,100,metro.co.uk.47971,False,1631436965.707,1631436971.631
23381,116613,engces0339,Facebook-AI,12,TGT,eng,ces,100,metro.co.uk.47971,False,1631436971.637,1631436979.438
23385,116617,engces0339,Online-W,2,TGT,eng,ces,100,guardian.306616,False,1631437020.603,1631437035.953
23386,116618,engces0339,Online-W,3,TGT,eng,ces,100,guardian.306616,False,1631437035.96,1631437060.682
23387,116619,engces0339,Online-W,4,TGT,eng,ces,100,guardian.306616,False,1631437060.69,1631437071.833
23388,116620,engces0339,Online-W,5,TGT,eng,ces,100,guardian.306616,False,1631437071.841,1631437077.794
23389,116621,engces0339,Online-W,6,TGT,eng,ces,100,guardian.306616,False,1631437077.801,1631437089.105
23390,116622,engces0339,Online-W,7,TGT,eng,ces,100,guardian.306616,False,1631437089.113,1631437097.349
23391,116623,engces0339,Online-W,8,TGT,eng,ces,100,guardian.306616,False,1631437097.355,1631437111.51
23392,116624,engces0339,Online-W,9,TGT,eng,ces,100,guardian.306616,False,1631437111.519,1631437115.269
23393,116625,engces0339,Online-W,10,TGT,eng,ces,100,guardian.306616,False,1631437115.276,1631437119.157
23394,116626,engces0339,Online-W,11,TGT,eng,ces,100,guardian.306616,False,1631437119.163,1631437121.285
23395,116627,engces0339,Online-W,12,TGT,eng,ces,100,guardian.306616,False,1631437121.292,1631437125.302
23396,116628,engces0339,Online-W,13,TGT,eng,ces,100,guardian.306616,False,1631437125.31,1631437146.09
23397,116629,engces0339,Online-W,14,TGT,eng,ces,100,guardian.306616,False,1631437146.096,1631437153.746
23398,116630,engces0339,Online-W,15,TGT,eng,ces,100,guardian.306616,False,1631437153.752,1631437158.738
23399,116631,engces0339,Online-W,16,TGT,eng,ces,100,guardian.306616,False,1631437158.744,1631437162.41
23400,116632,engces0339,Online-W,17,TGT,eng,ces,100,guardian.306616,False,1631437162.417,1631437170.858
23401,116633,engces0339,Online-W,18,TGT,eng,ces,100,guardian.306616,False,1631437170.864,1631437177.85
23402,116634,engces0339,Online-W,20,TGT,eng,ces,100,guardian.306616,False,1631437191.745,1631437198.178
23403,116635,engces0339,Online-W,21,TGT,eng,ces,100,guardian.306616,False,1631437198.184,1631437207.053
23405,116637,engces0339,Online-W,23,TGT,eng,ces,100,guardian.306616,False,1631437226.711,1631437238.161
23406,116638,engces0339,Online-W,24,TGT,eng,ces,100,guardian.306616,False,1631437238.168,1631437247.538
23409,116641,engces0339,CUNI-DocTransformer,1,TGT,eng,ces,100,seattle_times.253486,False,1631437281.525,1631437288.766
23410,116642,engces0339,CUNI-DocTransformer,2,TGT,eng,ces,100,seattle_times.253486,False,1631437288.774,1631437297.038
23411,116643,engces0339,CUNI-DocTransformer,3,TGT,eng,ces,100,seattle_times.253486,False,1631437297.044,1631437302.398
23413,116645,engces0339,CUNI-DocTransformer,6,TGT,eng,ces,100,seattle_times.253486,False,1631437345.291,1631437350.558
23415,116647,engces0339,CUNI-DocTransformer,8,TGT,eng,ces,100,seattle_times.253486,False,1631437364.348,1631437408.022
23419,116651,engces0339,Online-Y,2,TGT,eng,ces,100,standard.co.uk.57768,False,1631437432.849,1631437439.418
23430,116662,engces0339,Facebook-AI,0,TGT,eng,ces,100,metro.co.uk.47971,False,1631437592.925,1631437602.078
23431,116663,engces0339,Facebook-AI,13,TGT,eng,ces,100,metro.co.uk.47971,True,1631437602.086,1631438068.725
23432,116664,engces0339,Facebook-AI,0,TGT,eng,ces,100,upi.228777,False,1631438076.234,1631439185.602
23433,116665,engces0339,Facebook-AI,1,TGT,eng,ces,100,upi.228777,False,1631439185.615,1631439206.073
23434,116666,engces0339,Facebook-AI,2,TGT,eng,ces,100,upi.228777,False,1631439206.079,1631439232.301
23435,116667,engces0339,Facebook-AI,3,TGT,eng,ces,100,upi.228777,False,1631439232.307,1631439255.664
23436,116668,engces0339,Facebook-AI,4,TGT,eng,ces,100,upi.228777,False,1631439255.67,1631439266.285
23437,116669,engces0339,Facebook-AI,5,TGT,eng,ces,100,upi.228777,False,1631439266.29,1631439271.781
23439,116671,engces0339,Facebook-AI,7,TGT,eng,ces,100,upi.228777,False,1631439296.824,1631439303.405
23440,116672,engces0339,Facebook-AI,8,TGT,eng,ces,100,upi.228777,False,1631439303.411,1631439307.669
23443,116675,engces0339,Facebook-AI,10,TGT,eng,ces,100,upi.228777,False,1631439342.391,1631439346.869
23445,116677,engces0339,CUNI-Marian-Baselines,1,TGT,eng,ces,100,thesun.co.uk.114364,False,1631439396.641,1631439400.597
23447,116679,engces0339,CUNI-Marian-Baselines,4,TGT,eng,ces,100,thesun.co.uk.114364,False,1631439454.885,1631439460.98
23450,116682,engces0339,CUNI-Marian-Baselines,7,TGT,eng,ces,100,thesun.co.uk.114364,False,1631439474.317,1631439481.897
23452,116684,engces0339,CUNI-Marian-Baselines,12,TGT,eng,ces,100,thesun.co.uk.114364,False,1631439549.101,1631439554.633
23453,116685,engces0339,CUNI-Marian-Baselines,13,TGT,eng,ces,100,thesun.co.uk.114364,False,1631439554.639,1631439575.513
23457,116689,engces0339,CUNI-Marian-Baselines,1,TGT,eng,ces,100,thesun.co.uk.114364,False,1631439632.477,1631439635.989
23459,116695,engces0339,CUNI-Marian-Baselines,7,TGT,eng,ces,100,thesun.co.uk.114364,False,1631439672.401,1631439688.497
23460,116697,engces033a,Online-Y,2,TGT,eng,ces,100,aj-english.22076,False,1631444764.838,1631444773.195
23468,116705,engces033a,Online-Y,10,TGT,eng,ces,100,aj-english.22076,False,1631444988.901,1631445013.32
23469,116706,engces033a,Online-Y,11,TGT,eng,ces,100,aj-english.22076,False,1631445013.324,1631445037.767
23470,116707,engces033a,Online-Y,12,TGT,eng,ces,100,aj-english.22076,False,1631445037.771,1631445044.648
23474,116711,engces033a,Online-Y,18,TGT,eng,ces,100,aj-english.22076,False,1631445155.656,1631445172.875
23501,116744,engces033a,Online-Y,11,TGT,eng,ces,100,aj-english.22076,False,1631445509.753,1631445513.171
23523,116772,engces033a,Facebook-AI,7,TGT,eng,ces,100,guardian.306607,False,1631447083.892,1631447269.266
23525,116774,engces033a,Facebook-AI,8,TGT,eng,ces,100,guardian.306607,False,1631447269.272,1631447274.73
23527,116776,engces033a,Facebook-AI,9,TGT,eng,ces,100,guardian.306607,False,1631447274.735,1631447279.362
23528,116777,engces033a,Facebook-AI,10,TGT,eng,ces,100,guardian.306607,False,1631447279.367,1631447293.722
23529,116778,engces033a,Facebook-AI,11,TGT,eng,ces,100,guardian.306607,False,1631447293.727,1631447299.474
23531,116780,engces033a,Facebook-AI,12,TGT,eng,ces,100,guardian.306607,False,1631447299.478,1631447304.334
23535,116784,engces033a,Facebook-AI,14,TGT,eng,ces,100,guardian.306607,False,1631447325.395,1631447329.123
23536,116785,engces033a,Facebook-AI,15,TGT,eng,ces,100,guardian.306607,False,1631447329.128,1631447335.075
